timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;timestamp
"2024-05-04T00:00:00.000Z";"2024-05-04T23:59:59.999Z";"2024-05-04T23:31:00.000Z";"2024-05-04T10:00:00.000Z";"2781";0.3104479022;0.3331378439;0.3076670714;0.3281821223;4827456.02;72394383.56;"2024-05-04T23:59:59.999Z"
"2024-05-03T00:00:00.000Z";"2024-05-03T23:59:59.999Z";"2024-05-03T20:32:00.000Z";"2024-05-03T11:40:00.000Z";"2781";0.3057231711;0.3172521778;0.295211247;0.3104686686;4390633.01;68479474.53;"2024-05-03T23:59:59.999Z"
"2024-05-02T00:00:00.000Z";"2024-05-02T23:59:59.999Z";"2024-05-02T23:20:00.000Z";"2024-05-02T01:40:00.000Z";"2781";0.2950806889;0.3066303486;0.283730235;0.3057214477;3833885.23;67425091.05;"2024-05-02T23:59:59.999Z"
"2024-05-01T00:00:00.000Z";"2024-05-01T23:59:59.999Z";"2024-05-01T18:55:00.000Z";"2024-05-01T08:22:00.000Z";"2781";0.2981793137;0.2986401095;0.2736875889;0.2950267333;5936770.77;65059417.82;"2024-05-01T23:59:59.999Z"
"2024-04-30T00:00:00.000Z";"2024-04-30T23:59:59.999Z";"2024-04-30T01:08:00.000Z";"2024-04-30T19:19:00.000Z";"2781";0.3208580752;0.3292927159;0.2856625476;0.2981683749;6270271.81;65745124.77;"2024-04-30T23:59:59.999Z"
"2024-04-29T00:00:00.000Z";"2024-04-29T23:59:59.999Z";"2024-04-29T23:40:00.000Z";"2024-04-29T12:38:00.000Z";"2781";0.3171770787;0.3236824309;0.3046933594;0.3209816653;4878138.01;70767604.75;"2024-04-29T23:59:59.999Z"
"2024-04-28T00:00:00.000Z";"2024-04-28T23:59:59.999Z";"2024-04-28T02:19:00.000Z";"2024-04-28T23:48:00.000Z";"2781";0.3240236692;0.3421971106;0.3146301749;0.3173566572;6048906.78;69960987.36;"2024-04-28T23:59:59.999Z"
"2024-04-27T00:00:00.000Z";"2024-04-27T23:59:59.999Z";"2024-04-27T17:08:00.000Z";"2024-04-27T01:20:00.000Z";"2781";0.3090429256;0.3444304201;0.2983454949;0.3240593624;8765840.79;71430655.33;"2024-04-27T23:59:59.999Z"
"2024-04-26T00:00:00.000Z";"2024-04-26T23:59:59.999Z";"2024-04-26T03:22:00.000Z";"2024-04-26T13:21:00.000Z";"2781";0.3211692563;0.3217442865;0.3029965854;0.3090880879;4753308.37;68123308.91;"2024-04-26T23:59:59.999Z"
"2024-04-25T00:00:00.000Z";"2024-04-25T23:59:59.999Z";"2024-04-25T00:47:00.000Z";"2024-04-25T13:18:00.000Z";"2781";0.3268198287;0.3296288246;0.308031817;0.321380755;6926684.14;70825110.21;"2024-04-25T23:59:59.999Z"
"2024-04-24T00:00:00.000Z";"2024-04-24T23:59:59.999Z";"2024-04-24T11:47:00.000Z";"2024-04-24T23:28:00.000Z";"2781";0.345070961;0.3600799009;0.3232210994;0.3268313131;6641159.32;72008577.49;"2024-04-24T23:59:59.999Z"
"2024-04-23T00:00:00.000Z";"2024-04-23T23:59:59.999Z";"2024-04-23T02:22:00.000Z";"2024-04-23T23:24:00.000Z";"2781";0.3491456825;0.3679461706;0.3439889363;0.3452927586;7399507.79;76076065.45;"2024-04-23T23:59:59.999Z"
"2024-04-22T00:00:00.000Z";"2024-04-22T23:59:59.999Z";"2024-04-22T18:37:00.000Z";"2024-04-22T02:28:00.000Z";"2781";0.3368619716;0.3675845367;0.3305865591;0.3491250574;7896105.15;76913886.36;"2024-04-22T23:59:59.999Z"
"2024-04-21T00:00:00.000Z";"2024-04-21T23:59:59.999Z";"2024-04-21T08:14:00.000Z";"2024-04-21T16:47:00.000Z";"2781";0.3376664531;0.3415594262;0.3246438527;0.3369166002;5003427.76;74215758.38;"2024-04-21T23:59:59.999Z"
"2024-04-20T00:00:00.000Z";"2024-04-20T23:59:59.999Z";"2024-04-20T17:59:00.000Z";"2024-04-20T01:05:00.000Z";"2781";0.3032515983;0.3439536502;0.2997304148;0.3377743924;6071389.13;74397389.96;"2024-04-20T23:59:59.999Z"
"2024-04-19T00:00:00.000Z";"2024-04-19T23:59:59.999Z";"2024-04-19T12:45:00.000Z";"2024-04-19T02:49:00.000Z";"2781";0.3039694988;0.3104068998;0.2803630006;0.3033979413;5372425.47;66818044.87;"2024-04-19T23:59:59.999Z"
"2024-04-18T00:00:00.000Z";"2024-04-18T23:59:59.999Z";"2024-04-18T03:38:00.000Z";"2024-04-18T08:24:00.000Z";"2781";0.2995680708;0.3098030253;0.2898506354;0.3038597375;4754859.94;66912896.71;"2024-04-18T23:59:59.999Z"
"2024-04-17T00:00:00.000Z";"2024-04-17T23:59:59.999Z";"2024-04-17T05:18:00.000Z";"2024-04-17T16:08:00.000Z";"2781";0.307171251;0.314480482;0.2876202687;0.2995689687;5927860.92;65960935.27;"2024-04-17T23:59:59.999Z"
"2024-04-16T00:00:00.000Z";"2024-04-16T23:59:59.999Z";"2024-04-16T21:58:00.000Z";"2024-04-16T04:47:00.000Z";"2781";0.2931083152;0.3104779151;0.2812068167;0.3071632079;4988335.96;67625816.11;"2024-04-16T23:59:59.999Z"
"2024-04-15T00:00:00.000Z";"2024-04-15T23:59:59.999Z";"2024-04-15T06:29:00.000Z";"2024-04-15T19:08:00.000Z";"2781";0.3025292409;0.3231875722;0.278204386;0.2932920934;9569755.99;64564763.44;"2024-04-15T23:59:59.999Z"
"2024-04-14T00:00:00.000Z";"2024-04-14T23:59:59.999Z";"2024-04-14T23:37:00.000Z";"2024-04-14T03:16:00.000Z";"2781";0.2699205575;0.3060926632;0.2556300042;0.3028877103;10319398.93;66669395.94;"2024-04-14T23:59:59.999Z"
"2024-04-13T00:00:00.000Z";"2024-04-13T23:59:59.999Z";"2024-04-13T11:13:00.000Z";"2024-04-13T21:31:00.000Z";"2781";0.3266574051;0.3317414234;0.2419020871;0.2705395439;11079815.22;59543227.27;"2024-04-13T23:59:59.999Z"
"2024-04-12T00:00:00.000Z";"2024-04-12T23:59:59.999Z";"2024-04-12T04:54:00.000Z";"2024-04-12T19:03:00.000Z";"2781";0.3908724026;0.3979574811;0.3131144922;0.3266450998;9535906.62;71883689.14;"2024-04-12T23:59:59.999Z"
"2024-04-11T00:00:00.000Z";"2024-04-11T23:59:59.999Z";"2024-04-11T08:45:00.000Z";"2024-04-11T16:47:00.000Z";"2781";0.4001046909;0.4086335919;0.3873072596;0.3908541905;4681454.32;86004527.57;"2024-04-11T23:59:59.999Z"
"2024-04-10T00:00:00.000Z";"2024-04-10T23:59:59.999Z";"2024-04-10T00:33:00.000Z";"2024-04-10T12:42:00.000Z";"2781";0.4048446613;0.4061331666;0.3849188433;0.400088586;5585980.24;88027058.52;"2024-04-10T23:59:59.999Z"
"2024-04-09T00:00:00.000Z";"2024-04-09T23:59:59.999Z";"2024-04-09T00:37:00.000Z";"2024-04-09T15:13:00.000Z";"2781";0.432307641;0.4354846497;0.4006618014;0.4048445958;6651599.12;89063936.09;"2024-04-09T23:59:59.999Z"
"2024-04-08T00:00:00.000Z";"2024-04-08T23:59:59.999Z";"2024-04-08T10:02:00.000Z";"2024-04-08T03:12:00.000Z";"2781";0.4324078026;0.4381150188;0.4197358716;0.432307641;7211032.65;95095135.58;"2024-04-08T23:59:59.999Z"
"2024-04-07T00:00:00.000Z";"2024-04-07T23:59:59.999Z";"2024-04-07T23:58:00.000Z";"2024-04-07T00:31:00.000Z";"2781";0.4180059166;0.4324841702;0.4134309472;0.4322553402;7005975.15;95107023.73;"2024-04-07T23:59:59.999Z"
"2024-04-06T00:00:00.000Z";"2024-04-06T23:59:59.999Z";"2024-04-06T23:16:00.000Z";"2024-04-06T00:14:00.000Z";"2781";0.4000328961;0.4221525378;0.3992945488;0.4180059166;4648564.81;91929256.71;"2024-04-06T23:59:59.999Z"
"2024-04-05T00:00:00.000Z";"2024-04-05T23:59:59.999Z";"2024-04-05T01:16:00.000Z";"2024-04-05T12:38:00.000Z";"2781";0.4116041505;0.413178216;0.3905437407;0.4000760949;5625019.42;87967145.95;"2024-04-05T23:59:59.999Z"
"2024-04-04T00:00:00.000Z";"2024-04-04T23:59:59.999Z";"2024-04-04T15:54:00.000Z";"2024-04-04T00:05:00.000Z";"2781";0.4025498287;0.4319141139;0.4012824085;0.4117102079;10847071.3;90501792.69;"2024-04-04T23:59:59.999Z"
"2024-04-03T00:00:00.000Z";"2024-04-03T23:59:59.999Z";"2024-04-03T08:48:00.000Z";"2024-04-03T00:39:00.000Z";"2781";0.3920927728;0.4318602654;0.3816996005;0.4027721894;12118362.3;88501351.26;"2024-04-03T23:59:59.999Z"
"2024-04-02T00:00:00.000Z";"2024-04-02T23:59:59.999Z";"2024-04-02T00:00:00.000Z";"2024-04-02T11:30:00.000Z";"2781";0.426209229;0.426215268;0.3780360352;0.3920396809;9602832.06;86180414.66;"2024-04-02T23:59:59.999Z"
"2024-04-01T00:00:00.000Z";"2024-04-01T23:59:59.999Z";"2024-04-01T00:02:00.000Z";"2024-04-01T17:12:00.000Z";"2781";0.4509011829;0.4509540183;0.4128571531;0.4262086761;8972018.48;93682486.25;"2024-04-01T23:59:59.999Z"
"2024-03-31T00:00:00.000Z";"2024-03-31T23:59:59.999Z";"2024-03-31T20:23:00.000Z";"2024-03-31T03:56:00.000Z";"2781";0.4447866314;0.4618300063;0.4429154458;0.4509011829;7641759.39;99099282.67;"2024-03-31T23:59:59.999Z"
"2024-03-30T00:00:00.000Z";"2024-03-30T23:59:59.999Z";"2024-03-30T01:36:00.000Z";"2024-03-30T23:33:00.000Z";"2781";0.4647371251;0.4750426893;0.443552565;0.4446715701;11429176.22;97744770.54;"2024-03-30T23:59:59.999Z"
"2024-03-29T00:00:00.000Z";"2024-03-29T23:59:59.999Z";"2024-03-29T00:03:00.000Z";"2024-03-29T15:42:00.000Z";"2781";0.4773729376;0.4776867011;0.4520496667;0.4646271631;10913459.75;102117897.48;"2024-03-29T23:59:59.999Z"
"2024-03-28T00:00:00.000Z";"2024-03-28T23:59:59.999Z";"2024-03-28T10:04:00.000Z";"2024-03-28T01:35:00.000Z";"2781";0.4834227014;0.5144423756;0.4681744951;0.4773729376;24781949.57;104883198.24;"2024-03-28T23:59:59.999Z"
"2024-03-27T00:00:00.000Z";"2024-03-27T23:59:59.999Z";"2024-03-27T12:22:00.000Z";"2024-03-27T09:07:00.000Z";"2781";0.4579945619;0.5059364209;0.4408454766;0.4833606282;31152046.21;106200613.97;"2024-03-27T23:59:59.999Z"
"2024-03-26T00:00:00.000Z";"2024-03-26T23:59:59.999Z";"2024-03-26T07:49:00.000Z";"2024-03-26T16:46:00.000Z";"2781";0.4491432292;0.4776022447;0.4446072083;0.4582332659;15824440.37;100603489.81;"2024-03-26T23:59:59.999Z"
"2024-03-25T00:00:00.000Z";"2024-03-25T23:59:59.999Z";"2024-03-25T20:20:00.000Z";"2024-03-25T01:00:00.000Z";"2781";0.431016679;0.4579461103;0.4287860306;0.4491432292;12291696.11;98648534.97;"2024-03-25T23:59:59.999Z"
"2024-03-24T00:00:00.000Z";"2024-03-24T23:59:59.999Z";"2024-03-24T23:11:00.000Z";"2024-03-24T06:53:00.000Z";"2781";0.4173736789;0.435710354;0.4108547317;0.431016679;8965419.51;94656986.09;"2024-03-24T23:59:59.999Z"
"2024-03-23T00:00:00.000Z";"2024-03-23T23:59:59.999Z";"2024-03-23T12:38:00.000Z";"2024-03-23T03:38:00.000Z";"2781";0.4095128857;0.4379590701;0.4074252817;0.4173736789;12549441.68;91650811.41;"2024-03-23T23:59:59.999Z"
"2024-03-22T00:00:00.000Z";"2024-03-22T23:59:59.999Z";"2024-03-22T07:29:00.000Z";"2024-03-22T14:28:00.000Z";"2781";0.411620251;0.4279091265;0.3919519344;0.4091315065;9780879.59;89914988.38;"2024-03-22T23:59:59.999Z"
"2024-03-21T00:00:00.000Z";"2024-03-21T23:59:59.999Z";"2024-03-21T03:25:00.000Z";"2024-03-21T18:46:00.000Z";"2781";0.4317766705;0.4419365599;0.4035351622;0.411620251;13458942.83;90368015.03;"2024-03-21T23:59:59.999Z"
"2024-03-20T00:00:00.000Z";"2024-03-20T23:59:59.999Z";"2024-03-20T19:46:00.000Z";"2024-03-20T05:34:00.000Z";"2781";0.389506345;0.4357266899;0.3742573514;0.4316596295;21885341.24;94783010.34;"2024-03-20T23:59:59.999Z"
"2024-03-19T00:00:00.000Z";"2024-03-19T23:59:59.999Z";"2024-03-19T00:22:00.000Z";"2024-03-19T23:28:00.000Z";"2781";0.4595448809;0.4611603646;0.3836490533;0.389506345;20782310.9;85494562.61;"2024-03-19T23:59:59.999Z"
"2024-03-18T00:00:00.000Z";"2024-03-18T23:59:59.999Z";"2024-03-18T02:50:00.000Z";"2024-03-18T17:28:00.000Z";"2781";0.494266342;0.503568737;0.4495701493;0.4595448809;20660116.67;100805666.51;"2024-03-18T23:59:59.999Z"
"2024-03-17T00:00:00.000Z";"2024-03-17T23:59:59.999Z";"2024-03-17T14:46:00.000Z";"2024-03-17T01:02:00.000Z";"2781";0.4364030983;0.5214904095;0.4337729705;0.494266342;43204504.91;108465431.16;"2024-03-17T23:59:59.999Z"
"2024-03-16T00:00:00.000Z";"2024-03-16T23:59:59.999Z";"2024-03-16T00:36:00.000Z";"2024-03-16T23:19:00.000Z";"2781";0.497326043;0.5165273581;0.4259944741;0.4364030983;31958867.84;95757144.08;"2024-03-16T23:59:59.999Z"
"2024-03-15T00:00:00.000Z";"2024-03-15T23:59:59.999Z";"2024-03-15T01:13:00.000Z";"2024-03-15T09:16:00.000Z";"2781";0.5148657252;0.5499938316;0.4507257028;0.4972096529;55100732.18;109113340.62;"2024-03-15T23:59:59.999Z"
"2024-03-14T00:00:00.000Z";"2024-03-14T23:59:59.999Z";"2024-03-14T21:13:00.000Z";"2024-03-14T16:32:00.000Z";"2781";0.5224376319;0.5363882396;0.459104289;0.5140929168;87596115.07;112949401.49;"2024-03-14T23:59:59.999Z"
"2024-03-13T00:00:00.000Z";"2024-03-13T23:59:59.999Z";"2024-03-13T00:41:00.000Z";"2024-03-13T21:00:00.000Z";"2781";0.5581168596;0.5984222617;0.5108523747;0.5224376319;76869277.85;114598071.74;"2024-03-13T23:59:59.999Z"
"2024-03-12T00:00:00.000Z";"2024-03-12T23:59:59.999Z";"2024-03-12T01:33:00.000Z";"2024-03-12T17:24:00.000Z";"2781";0.628751318;0.6528344209;0.5441340974;0.5581168596;74981265.75;122411337.75;"2024-03-12T23:59:59.999Z"
"2024-03-11T00:00:00.000Z";"2024-03-11T23:59:59.999Z";"2024-03-11T08:16:00.000Z";"2024-03-11T23:59:00.000Z";"2781";0.6960503913;0.7454002764;0.628751318;0.628751318;60812295.81;137888652.87;"2024-03-11T23:59:59.999Z"
"2024-03-10T00:00:00.000Z";"2024-03-10T23:59:59.999Z";"2024-03-10T00:56:00.000Z";"2024-03-10T22:59:00.000Z";"2781";0.8150565578;1.0001494433;0.6656431344;0.6961675378;112038791.48;152656933.39;"2024-03-10T23:59:59.999Z"
"2024-03-09T00:00:00.000Z";"2024-03-09T23:59:59.999Z";"2024-03-09T08:53:00.000Z";"2024-03-09T00:01:00.000Z";"2781";0.6143146033;1.0669369461;0.6139891868;0.8212909834;165355402.98;180074905.72;"2024-03-09T23:59:59.999Z"
"2024-03-08T00:00:00.000Z";"2024-03-08T23:59:59.999Z";"2024-03-08T01:05:00.000Z";"2024-03-08T16:05:00.000Z";"2781";0.6220453242;0.6264515881;0.5874645;0.6143146033;7003695.18;134678241.76;"2024-03-08T23:59:59.999Z"
"2024-03-07T00:00:00.000Z";"2024-03-07T23:59:59.999Z";"2024-03-07T20:50:00.000Z";"2024-03-07T00:00:00.000Z";"2781";0.5982707251;0.6375323414;0.5981293138;0.6220564683;11062220.03;136358444.97;"2024-03-07T23:59:59.999Z"
"2024-03-06T00:00:00.000Z";"2024-03-06T23:59:59.999Z";"2024-03-06T23:29:00.000Z";"2024-03-06T03:16:00.000Z";"2781";0.5373953256;0.6034278318;0.5143694751;0.5982707251;9376090.52;131132568.27;"2024-03-06T23:59:59.999Z"